Index,Formula,Phase,Decomp,Gap,SLME,K,Rb,Cs,MA,FA,Ca,Sr,Ba,Ge,Sn,Pb,Cl,Br,I,Cubic,Tetra,Ortho,Hex,A_ion_rad,A_BP,A_MP,A_dens,A_at_wt,A_EA,A_IE,A_hof,A_hov,A_En,A_at_num,A_period,B_ion_rad,B_BP,B_MP,B_dens,B_at_wt,B_EA,B_IE,B_hof,B_hov,B_En,B_at_num,B_period,X_ion_rad,X_BP,X_MP,X_dens,X_at_wt,X_EA,X_IE,X_hof,X_hov,X_En,X_at_num,X_period
106,CsGeI_3,Hex,-0.417,3.208,0.012,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
107,CsGeBr_3,Hex,-0.753,2.235,0.107,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
108,CsGeCl_3,Hex,0.679,2.727,0.037,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
109,MAPb_0.25Sn_0.75I_3,Cubic,-0.205,0.531,0.157,0,0,0,1,0,0,0,0,0,0.75,0.25,0,0,1,1,0,0,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.16,2665,529,8.31,141,118.25,710.75,6.59,262,2.05,58,5.25,2.2,458,387,4.93,127,295,1010,7.76,20.9,2.66,53,5
110,MAPb_0.25Sn_0.75I_3,Tetra,-0.259,0.724,0.157,0,0,0,1,0,0,0,0,0,0.75,0.25,0,0,1,0,1,0,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.16,2665,529,8.31,141,118.25,710.75,6.59,262,2.05,58,5.25,2.2,458,387,4.93,127,295,1010,7.76,20.9,2.66,53,5
111,MAPb_0.25Sn_0.75I_3,Ortho,-0.343,0.579,0.160,0,0,0,1,0,0,0,0,0,0.75,0.25,0,0,1,0,0,1,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.16,2665,529,8.31,141,118.25,710.75,6.59,262,2.05,58,5.25,2.2,458,387,4.93,127,295,1010,7.76,20.9,2.66,53,5
112,MAPb_0.5Sn_0.5I_3,Cubic,-0.198,0.781,0.158,0,0,0,1,0,0,0,0,0,0.5,0.5,0,0,1,1,0,0,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.17,2450,553,9.3,163,115.5,712.5,5.98,234,2.15,66,5.5,2.2,458,387,4.93,127,295,1010,7.76,20.9,2.66,53,5
113,MAPb_0.5Sn_0.5I_3,Tetra,-0.266,0.887,0.160,0,0,0,1,0,0,0,0,0,0.5,0.5,0,0,1,0,1,0,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.17,2450,553,9.3,163,115.5,712.5,5.98,234,2.15,66,5.5,2.2,458,387,4.93,127,295,1010,7.76,20.9,2.66,53,5
114,MAPb_0.75Sn_0.25I_3,Cubic,-0.173,1.043,0.158,0,0,0,1,0,0,0,0,0,0.25,0.75,0,0,1,1,0,0,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.18,2235,577,10.3,185,112.75,714.25,5.38,206,2.24,74,5.75,2.2,458,387,4.93,127,295,1010,7.76,20.9,2.66,53,5
115,MAPb_0.75Sn_0.25I_3,Tetra,-0.261,1.152,0.158,0,0,0,1,0,0,0,0,0,0.25,0.75,0,0,1,0,1,0,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.18,2235,577,10.3,185,112.75,714.25,5.38,206,2.24,74,5.75,2.2,458,387,4.93,127,295,1010,7.76,20.9,2.66,53,5
116,MAPb_0.75Sn_0.25I_3,Ortho,-0.368,1.132,0.159,0,0,0,1,0,0,0,0,0,0.25,0.75,0,0,1,0,0,1,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.18,2235,577,10.3,185,112.75,714.25,5.38,206,2.24,74,5.75,2.2,458,387,4.93,127,295,1010,7.76,20.9,2.66,53,5
117,FAPb_0.25Sn_0.75I_3,Cubic,-0.954,0.498,0.159,0,0,0,0,1,0,0,0,0,0.75,0.25,0,0,1,1,0,0,0,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.16,2665,529,8.31,141,118.25,710.75,6.59,262,2.05,58,5.25,2.2,458,387,4.93,127,295,1010,7.76,20.9,2.66,53,5
118,FAPb_0.25Sn_0.75I_3,Hex,-0.917,0.530,0.159,0,0,0,0,1,0,0,0,0,0.75,0.25,0,0,1,0,0,0,1,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.16,2665,529,8.31,141,118.25,710.75,6.59,262,2.05,58,5.25,2.2,458,387,4.93,127,295,1010,7.76,20.9,2.66,53,5
119,FAPb_0.5Sn_0.5I_3,Cubic,-0.946,0.741,0.159,0,0,0,0,1,0,0,0,0,0.5,0.5,0,0,1,1,0,0,0,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.17,2450,553,9.3,163,115.5,712.5,5.98,234,2.15,66,5.5,2.2,458,387,4.93,127,295,1010,7.76,20.9,2.66,53,5
120,FAPb_0.5Sn_0.5I_3,Hex,-0.913,0.788,0.160,0,0,0,0,1,0,0,0,0,0.5,0.5,0,0,1,0,0,0,1,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.17,2450,553,9.3,163,115.5,712.5,5.98,234,2.15,66,5.5,2.2,458,387,4.93,127,295,1010,7.76,20.9,2.66,53,5
121,FAPb_0.75Sn_0.25I_3,Cubic,-0.937,1.074,0.159,0,0,0,0,1,0,0,0,0,0.25,0.75,0,0,1,1,0,0,0,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.18,2235,577,10.3,185,112.75,714.25,5.38,206,2.24,74,5.75,2.2,458,387,4.93,127,295,1010,7.76,20.9,2.66,53,5
122,FAPb_0.75Sn_0.25I_3,Hex,-0.899,0.998,0.160,0,0,0,0,1,0,0,0,0,0.25,0.75,0,0,1,0,0,0,1,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.18,2235,577,10.3,185,112.75,714.25,5.38,206,2.24,74,5.75,2.2,458,387,4.93,127,295,1010,7.76,20.9,2.66,53,5
123,MAPbI_2.5Br_0.5,Cubic,-0.182,1.445,0.159,0,0,0,1,0,0,0,0,0,0,1,0,0.17,0.83,1,0,0,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.19,2020,601,11.3,207,110,716,4.77,178,2.33,82,6,2.16,437,366.83,4.63,119.15,300,1031.67,7.35,19.87,2.71,50,4.83
124,MAPbI_2.5Br_0.5,Tetra,-0.160,1.384,0.159,0,0,0,1,0,0,0,0,0,0,1,0,0.17,0.83,0,1,0,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.19,2020,601,11.3,207,110,716,4.77,178,2.33,82,6,2.16,437,366.83,4.63,119.15,300,1031.67,7.35,19.87,2.71,50,4.83
125,MAPbI_2Br,Cubic,-0.213,1.507,0.157,0,0,0,1,0,0,0,0,0,0,1,0,0.33,0.67,1,0,0,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.19,2020,601,11.3,207,110,716,4.77,178,2.33,82,6,2.12,416,346.67,4.33,111.3,305,1053.33,6.94,18.83,2.76,47,4.67
126,MAPbI_2Br,Tetra,-0.200,1.491,0.158,0,0,0,1,0,0,0,0,0,0,1,0,0.33,0.67,0,1,0,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.19,2020,601,11.3,207,110,716,4.77,178,2.33,82,6,2.12,416,346.67,4.33,111.3,305,1053.33,6.94,18.83,2.76,47,4.67
127,MAPbI_1.5Br_1.5,Cubic,-0.251,1.566,0.156,0,0,0,1,0,0,0,0,0,0,1,0,0.5,0.5,1,0,0,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.19,2020,601,11.3,207,110,716,4.77,178,2.33,82,6,2.08,395,326.5,4.03,103.45,310,1075,6.53,17.8,2.81,44,4.5
128,MAPbI_1.5Br_1.5,Tetra,-0.242,1.521,0.158,0,0,0,1,0,0,0,0,0,0,1,0,0.5,0.5,0,1,0,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.19,2020,601,11.3,207,110,716,4.77,178,2.33,82,6,2.08,395,326.5,4.03,103.45,310,1075,6.53,17.8,2.81,44,4.5
129,MAPbIBr_2,Cubic,-0.310,1.549,0.155,0,0,0,1,0,0,0,0,0,0,1,0,0.67,0.33,1,0,0,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.19,2020,601,11.3,207,110,716,4.77,178,2.33,82,6,2.04,374,306.33,3.72,95.6,315,1096.67,6.11,16.77,2.86,41,4.33
130,MAPbIBr_2,Tetra,-0.307,1.634,0.156,0,0,0,1,0,0,0,0,0,0,1,0,0.67,0.33,0,1,0,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.19,2020,601,11.3,207,110,716,4.77,178,2.33,82,6,2.04,374,306.33,3.72,95.6,315,1096.67,6.11,16.77,2.86,41,4.33
131,CsPbI_2Br,Cubic,-0.196,1.047,0.160,0,0,1,0,0,0,0,0,0,0,1,0,0.33,0.67,1,0,0,0,1.74,944,302,1.87,133,45.5,376,2.09,67.7,0.79,55,6,1.19,2020,601,11.3,207,110,716,4.77,178,2.33,82,6,2.12,416,346.67,4.33,111.3,305,1053.33,6.94,18.83,2.76,47,4.67
132,CsPbI_2Br,Ortho,-0.392,1.490,0.149,0,0,1,0,0,0,0,0,0,0,1,0,0.33,0.67,0,0,1,0,1.74,944,302,1.87,133,45.5,376,2.09,67.7,0.79,55,6,1.19,2020,601,11.3,207,110,716,4.77,178,2.33,82,6,2.12,416,346.67,4.33,111.3,305,1053.33,6.94,18.83,2.76,47,4.67
133,CsPbI_1.5Br_1.5,Cubic,-0.219,1.097,0.159,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.5,1,0,0,0,1.74,944,302,1.87,133,45.5,376,2.09,67.7,0.79,55,6,1.19,2020,601,11.3,207,110,716,4.77,178,2.33,82,6,2.08,395,326.5,4.03,103.45,310,1075,6.53,17.8,2.81,44,4.5
134,CsPbI_1.5Br_1.5,Ortho,-0.398,1.558,0.147,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.5,0,0,1,0,1.74,944,302,1.87,133,45.5,376,2.09,67.7,0.79,55,6,1.19,2020,601,11.3,207,110,716,4.77,178,2.33,82,6,2.08,395,326.5,4.03,103.45,310,1075,6.53,17.8,2.81,44,4.5
135,CsPbIBr_2,Cubic,-0.249,1.124,0.158,0,0,1,0,0,0,0,0,0,0,1,0,0.67,0.33,1,0,0,0,1.74,944,302,1.87,133,45.5,376,2.09,67.7,0.79,55,6,1.19,2020,601,11.3,207,110,716,4.77,178,2.33,82,6,2.04,374,306.33,3.72,95.6,315,1096.67,6.11,16.77,2.86,41,4.33
136,CsPbIBr_2,Ortho,-0.427,1.605,0.147,0,0,1,0,0,0,0,0,0,0,1,0,0.67,0.33,0,0,1,0,1.74,944,302,1.87,133,45.5,376,2.09,67.7,0.79,55,6,1.19,2020,601,11.3,207,110,716,4.77,178,2.33,82,6,2.04,374,306.33,3.72,95.6,315,1096.67,6.11,16.77,2.86,41,4.33
137,CsSn_0.5Pb_0.5I_3,Cubic,-0.204,0.429,0.160,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0,1,1,0,0,0,1.74,944,302,1.87,133,45.5,376,2.09,67.7,0.79,55,6,1.17,2450,553,9.3,163,115.5,712.5,5.98,234,2.15,66,5.5,2.2,458,387,4.93,127,295,1010,7.76,20.9,2.66,53,5
138,CsSn_0.5Pb_0.5I_3,Ortho,-0.329,0.697,0.159,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,1,0,1.74,944,302,1.87,133,45.5,376,2.09,67.7,0.79,55,6,1.17,2450,553,9.3,163,115.5,712.5,5.98,234,2.15,66,5.5,2.2,458,387,4.93,127,295,1010,7.76,20.9,2.66,53,5
139,CsSn_0.5Ge_0.5I_3,Cubic,0.877,0.001,0.160,0,0,1,0,0,0,0,0,0.5,0.5,0,0,0,1,1,0,0,0,1.74,944,302,1.87,133,45.5,376,2.09,67.7,0.79,55,6,1.01,2995,857.5,6.31,95.8,120.5,735.5,19.5,312,1.98,41,4.5,2.2,458,387,4.93,127,295,1010,7.76,20.9,2.66,53,5
140,CsSn_0.5Ge_0.5I_3,Ortho,0.848,0.107,0.161,0,0,1,0,0,0,0,0,0.5,0.5,0,0,0,1,0,0,1,0,1.74,944,302,1.87,133,45.5,376,2.09,67.7,0.79,55,6,1.01,2995,857.5,6.31,95.8,120.5,735.5,19.5,312,1.98,41,4.5,2.2,458,387,4.93,127,295,1010,7.76,20.9,2.66,53,5
141,CsSn_0.75Ge_0.25Br_3,Cubic,-0.504,0.000,0.157,0,0,1,0,0,0,0,0,0.25,0.75,0,0,1,0,1,0,0,0,1.74,944,302,1.87,133,45.5,376,2.09,67.7,0.79,55,6,1.08,2937.5,681.25,6.81,107.4,120.75,722.25,13.35,301,1.97,45.5,4.75,1.96,332,266,3.12,79.9,325,1140,5.29,14.7,2.96,35,4
142,CsSn_0.75Ge_0.25Br_3,Ortho,-0.554,0.223,0.157,0,0,1,0,0,0,0,0,0.25,0.75,0,0,1,0,0,0,1,0,1.74,944,302,1.87,133,45.5,376,2.09,67.7,0.79,55,6,1.08,2937.5,681.25,6.81,107.4,120.75,722.25,13.35,301,1.97,45.5,4.75,1.96,332,266,3.12,79.9,325,1140,5.29,14.7,2.96,35,4
143,CsSn_0.5Ge_0.5Br_3,Cubic,-0.610,0.047,0.158,0,0,1,0,0,0,0,0,0.5,0.5,0,0,1,0,1,0,0,0,1.74,944,302,1.87,133,45.5,376,2.09,67.7,0.79,55,6,1.01,2995,857.5,6.31,95.8,120.5,735.5,19.5,312,1.98,41,4.5,1.96,332,266,3.12,79.9,325,1140,5.29,14.7,2.96,35,4
144,CsSn_0.5Ge_0.5Br_3,Ortho,-0.617,0.205,0.158,0,0,1,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,1,0,1.74,944,302,1.87,133,45.5,376,2.09,67.7,0.79,55,6,1.01,2995,857.5,6.31,95.8,120.5,735.5,19.5,312,1.98,41,4.5,1.96,332,266,3.12,79.9,325,1140,5.29,14.7,2.96,35,4
145,CsSn_0.25Ge_0.75Br_3,Cubic,-0.662,0.007,0.159,0,0,1,0,0,0,0,0,0.75,0.25,0,0,1,0,1,0,0,0,1.74,944,302,1.87,133,45.5,376,2.09,67.7,0.79,55,6,0.94,3052.5,1033.75,5.82,84.2,120.25,748.75,25.65,323,2,36.5,4.25,1.96,332,266,3.12,79.9,325,1140,5.29,14.7,2.96,35,4
146,CsSn_0.25Ge_0.75Br_3,Ortho,-0.677,0.098,0.160,0,0,1,0,0,0,0,0,0.75,0.25,0,0,1,0,0,0,1,0,1.74,944,302,1.87,133,45.5,376,2.09,67.7,0.79,55,6,0.94,3052.5,1033.75,5.82,84.2,120.25,748.75,25.65,323,2,36.5,4.25,1.96,332,266,3.12,79.9,325,1140,5.29,14.7,2.96,35,4
